activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,2254073,[],CHEMBL1002021,Inhibition of human CDK2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC(O)COc1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,,,CHEMBL1143431,Bioorg. Med. Chem. Lett.,2008,"{'bei': '12.94', 'le': '0.24', 'lle': '4.28', 'sei': '5.61'}",CHEMBL521871,,CHEMBL521871,6.35,False,http://www.openphacts.org/units/Nanomolar,776254,=,1,True,=,,IC50,nM,,450.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.45
,2254075,[],CHEMBL1002021,Inhibition of human CDK2 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2)CC1,,,CHEMBL1143431,Bioorg. Med. Chem. Lett.,2008,"{'bei': '18.11', 'le': '0.33', 'lle': '4.32', 'sei': '9.40'}",CHEMBL495545,,CHEMBL495545,7.00,False,http://www.openphacts.org/units/Nanomolar,777100,=,1,True,=,,IC50,nM,,100.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.1
,2254177,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '19.50', 'le': '0.41', 'lle': '3.76', 'sei': '9.27'}",CHEMBL296468,BMS-387032,CHEMBL296468,7.42,False,http://www.openphacts.org/units/Nanomolar,776569,=,1,True,=,,IC50,nM,,38.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.038
,2254178,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(NCC3CCNCC3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '18.11', 'le': '0.38', 'lle': '2.51', 'sei': '10.54'}",CHEMBL524629,,CHEMBL524629,6.64,False,http://www.openphacts.org/units/Nanomolar,776570,=,1,True,=,,IC50,nM,,229.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.229
,2254179,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(NCC3CCCCC3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '18.53', 'le': '0.39', 'lle': '1.06', 'sei': '13.30'}",CHEMBL495754,,CHEMBL495754,6.78,False,http://www.openphacts.org/units/Nanomolar,776669,=,1,True,=,,IC50,nM,,168.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.168
,2254180,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@H](N)CC3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '21.00', 'le': '0.44', 'lle': '3.30', 'sei': '10.00'}",CHEMBL496567,,CHEMBL496567,7.70,False,http://www.openphacts.org/units/Nanomolar,776670,=,1,True,=,,IC50,nM,,20.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.02
,2254181,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@@H](N)CC3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '17.18', 'le': '0.36', 'lle': '1.90', 'sei': '8.18'}",CHEMBL496568,,CHEMBL496568,6.30,False,http://www.openphacts.org/units/Nanomolar,776671,=,1,True,=,,IC50,nM,,503.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.503
,2254182,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@H](O)CC3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '22.19', 'le': '0.46', 'lle': '3.71', 'sei': '11.46'}",CHEMBL495557,,CHEMBL495557,8.15,False,http://www.openphacts.org/units/Nanomolar,776672,=,1,True,=,,IC50,nM,,7.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.007
,2254183,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(NC3CCCC(N)C3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '18.55', 'le': '0.39', 'lle': '2.40', 'sei': '8.84'}",CHEMBL505474,,CHEMBL505474,6.80,False,http://www.openphacts.org/units/Nanomolar,776673,=,1,True,=,,IC50,nM,,158.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.158
,2254184,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(NC3CCCC(O)C3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '20.55', 'le': '0.43', 'lle': '3.11', 'sei': '10.61'}",CHEMBL495558,,CHEMBL495558,7.55,False,http://www.openphacts.org/units/Nanomolar,776674,=,1,True,=,,IC50,nM,,28.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.028
,2254185,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(NC3CCCCC3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '22.89', 'le': '0.48', 'lle': '2.58', 'sei': '15.79'}",CHEMBL496785,,CHEMBL496785,8.05,False,http://www.openphacts.org/units/Nanomolar,776788,=,1,True,=,,IC50,nM,,9.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.009
,2254186,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(NC3CCNCC3)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '17.78', 'le': '0.37', 'lle': '2.39', 'sei': '9.95'}",CHEMBL509772,,CHEMBL509772,6.27,False,http://www.openphacts.org/units/Nanomolar,776789,=,1,True,=,,IC50,nM,,538.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.538
,2254187,[],CHEMBL1002041,Inhibition of CDK2/cyclin A by IMAP florescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cnc(CSc2cnc(N)s2)o1,,,CHEMBL1143434,Bioorg. Med. Chem. Lett.,2008,"{'bei': '22.87', 'le': '0.49', 'lle': '2.86', 'sei': '9.49'}",CHEMBL507536,,CHEMBL507536,6.16,False,http://www.openphacts.org/units/Nanomolar,776790,=,1,True,=,,IC50,nM,,690.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.69
,2256995,[],CHEMBL1001228,Inhibition of CDK2/CyclinA,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,,,CHEMBL1152233,Bioorg. Med. Chem. Lett.,2008,,CHEMBL485745,GW434756X,CHEMBL485745,,False,http://www.openphacts.org/units/Nanomolar,803948,>,1,True,>,,IC50,nM,,10000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,10.0
,2261798,[],CHEMBL998564,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008,,CHEMBL485285,,CHEMBL485285,,False,http://www.openphacts.org/units/Nanomolar,774523,>,1,True,>,,IC50,nM,,20000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,20.0
,2261808,[],CHEMBL998564,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nnc(-c2ccc(-c3cc(C(=O)Nc4cccc(N5CCOCC5)c4)ccc3C)c(C)c2)o1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008,,CHEMBL523559,,CHEMBL523559,,False,http://www.openphacts.org/units/Nanomolar,775162,>,1,True,>,,IC50,nM,,20000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,20.0
,2261818,[],CHEMBL998564,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008,,CHEMBL485286,,CHEMBL485286,,False,http://www.openphacts.org/units/Nanomolar,774524,>,1,True,>,,IC50,nM,,20000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,20.0
,2261830,[],CHEMBL998564,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nnc(-c2ccc(-c3cc(NC(=O)c4ccnc(N5CCCC5)c4)ccc3C)c(C)c2)o1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008,,CHEMBL495729,,CHEMBL495729,,False,http://www.openphacts.org/units/Nanomolar,775163,>,1,True,>,,IC50,nM,,20000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,20.0
,2261842,[],CHEMBL998564,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(C3CCNCC3)noc2c1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008,,CHEMBL497563,,CHEMBL497563,,False,http://www.openphacts.org/units/Nanomolar,775835,>,1,True,>,,IC50,nM,,20000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,20.0
,2261854,[],CHEMBL998564,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008,,CHEMBL522579,,CHEMBL522579,,False,http://www.openphacts.org/units/Nanomolar,775161,>,1,True,>,,IC50,nM,,20000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,20.0
,2261865,[],CHEMBL998564,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(=O)n(CC3CC3)nnc2c1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008,,CHEMBL521734,,CHEMBL521734,,False,http://www.openphacts.org/units/Nanomolar,775414,>,1,True,>,,IC50,nM,,20000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,20.0
,2261876,[],CHEMBL998564,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2ccncc2c1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008,,CHEMBL526639,,CHEMBL526639,,False,http://www.openphacts.org/units/Nanomolar,775599,>,1,True,>,,IC50,nM,,20000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,20.0
,2261888,[],CHEMBL998564,Inhibition of CDK2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,,,CHEMBL1141712,Bioorg. Med. Chem. Lett.,2008,,CHEMBL478649,,CHEMBL478649,,False,http://www.openphacts.org/units/Nanomolar,774525,>,1,True,>,,IC50,nM,,20000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,20.0
,2270554,[],CHEMBL964944,Inhibition of CDK2 by virtual HTS assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NC(=S)Nc1ccc(O)c(-c2nc3ccccc3s2)c1)c1ccc([N+](=O)[O-])cc1,,,CHEMBL1153282,Bioorg. Med. Chem. Lett.,2009,"{'bei': '13.66', 'le': '0.27', 'lle': '1.45', 'sei': '5.24'}",CHEMBL460746,,CHEMBL460746,6.16,False,http://www.openphacts.org/units/Nanomolar,730646,=,1,True,=,,IC50,nM,,700.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,0.7
,2280924,[],CHEMBL960930,Inhibition of Cdk2,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nc2oc(-c3ccccc3)nc2c2c1ncn2C,,,CHEMBL1153345,J. Med. Chem.,2009,"{'bei': '17.17', 'le': '0.31', 'lle': '1.98', 'sei': '6.97'}",CHEMBL493940,,CHEMBL493940,4.80,False,http://www.openphacts.org/units/Nanomolar,755432,=,1,True,=,,IC50,nM,,16000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,16.0
,2280925,[],CHEMBL960930,Inhibition of Cdk2,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nc2c(nc(-c3ccccc3)n2C)c2c1ncn2C,,,CHEMBL1153345,J. Med. Chem.,2009,"{'bei': '15.87', 'le': '0.29', 'lle': '2.08', 'sei': '7.66'}",CHEMBL522011,,CHEMBL522011,4.64,False,http://www.openphacts.org/units/Nanomolar,755427,=,1,True,=,,IC50,nM,,23000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,23.0
,2280926,[],CHEMBL960930,Inhibition of Cdk2,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nc2sc(-c3cccc(CNC(C)=O)c3)nc2c2c1ncn2C,,,CHEMBL1153345,J. Med. Chem.,2009,"{'bei': '12.30', 'le': '0.24', 'lle': '1.59', 'sei': '5.32'}",CHEMBL454973,,CHEMBL454973,4.51,False,http://www.openphacts.org/units/Nanomolar,755786,=,1,True,=,,IC50,nM,,31000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,31.0
,2296611,[],CHEMBL1034204,Inhibition of Cdk2/cyclinA,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1N=C(NCc2ccccc2)S/C1=C\c1c[nH]c2ncccc12,,,CHEMBL1137791,J. Med. Chem.,2009,,CHEMBL484990,,CHEMBL484990,,False,http://www.openphacts.org/units/Nanomolar,812102,<,1,True,<,,IC50,nM,,50.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,nM,UO_0000065,,50.0
,2350840,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccccc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL482678,,CHEMBL482678,,False,http://www.openphacts.org/units/Nanomolar,793286,>,1,True,>,,IC50,nM,,28000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,28.0
,2350841,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(C#Cc5ccccc5)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL487737,,CHEMBL487737,,False,http://www.openphacts.org/units/Nanomolar,793846,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350842,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccc(C=O)cc5)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,"{'bei': '10.96', 'le': '0.20', 'lle': '1.47', 'sei': '6.26'}",CHEMBL487531,,CHEMBL487531,5.11,False,http://www.openphacts.org/units/Nanomolar,793844,=,1,True,=,,IC50,nM,,7700.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,7.7
,2350843,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccsc5)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL486091,,CHEMBL486091,,False,http://www.openphacts.org/units/Nanomolar,793843,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350844,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL487328,,CHEMBL487328,,False,http://www.openphacts.org/units/Nanomolar,793621,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350845,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccco5)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL487327,,CHEMBL487327,,False,http://www.openphacts.org/units/Nanomolar,793620,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350846,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccccc5)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL487326,,CHEMBL487326,,False,http://www.openphacts.org/units/Nanomolar,793619,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350847,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(N5CCCCC5)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL485892,,CHEMBL485892,,False,http://www.openphacts.org/units/Nanomolar,793618,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350848,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)Nc1ccc2c(c1)/C(=C/Nc1ccc(N3CCN(C)CC3)cc1)C(=O)NC2=O,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL487731,,CHEMBL487731,,False,http://www.openphacts.org/units/Nanomolar,793467,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350849,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-n5cccc5)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL487730,,CHEMBL487730,,False,http://www.openphacts.org/units/Nanomolar,793466,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350850,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(C(=O)N(C)C)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,"{'bei': '9.98', 'le': '0.18', 'lle': '2.47', 'sei': '5.09'}",CHEMBL487526,,CHEMBL487526,4.33,False,http://www.openphacts.org/units/Nanomolar,793465,=,1,True,=,,IC50,nM,,47000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,47.0
,2350851,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL488955,,CHEMBL488955,,False,http://www.openphacts.org/units/Nanomolar,793464,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350852,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc([N+](=O)[O-])cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL488342,,CHEMBL488342,,False,http://www.openphacts.org/units/Nanomolar,793371,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350853,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(Br)cc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,,CHEMBL486286,,CHEMBL486286,,False,http://www.openphacts.org/units/Nanomolar,793369,>,1,True,>,,IC50,nM,,50000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,50.0
,2350854,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4cc(Br)ccc43)cc2)CC1,,,CHEMBL1150411,J. Med. Chem.,2008,"{'bei': '9.81', 'le': '0.21', 'lle': '1.41', 'sei': '6.69'}",CHEMBL486285,,CHEMBL486285,4.33,False,http://www.openphacts.org/units/Nanomolar,793368,=,1,True,=,,IC50,nM,,47000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,47.0
,2350855,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCCCC2)cc1,,,CHEMBL1150411,J. Med. Chem.,2008,"{'bei': '13.02', 'le': '0.24', 'lle': '1.31', 'sei': '7.66'}",CHEMBL486284,,CHEMBL486284,4.71,False,http://www.openphacts.org/units/Nanomolar,793367,=,1,True,=,,IC50,nM,,19600.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,19.6
,2350856,[],CHEMBL964737,Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCOCC2)cc1,,,CHEMBL1150411,J. Med. Chem.,2008,"{'bei': '12.87', 'le': '0.24', 'lle': '2.44', 'sei': '6.62'}",CHEMBL482883,,CHEMBL482883,4.68,False,http://www.openphacts.org/units/Nanomolar,793288,=,1,True,=,,IC50,nM,,21000.0,CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,9606,,,IC50,uM,UO_0000065,,21.0
